Date,Adj Close,Close,High,Low,Open,Volume
2025-02-13,36.0,36.0,44.0,34.9900016784668,35.060001373291016,369100.0
2025-02-14,36.650001525878906,36.650001525878906,38.25,35.505001068115234,37.0,242700.0
2025-02-18,47.150001525878906,47.150001525878906,47.150001525878906,39.0,40.52999877929688,444500.0
2025-02-19,46.0,46.0,48.5,45.5,46.5099983215332,220700.0
2025-02-20,48.2599983215332,48.2599983215332,49.4900016784668,46.709999084472656,48.97999954223633,446200.0
2025-02-21,50.369998931884766,50.369998931884766,50.68999862670898,48.0,48.9900016784668,1252100.0
2025-02-24,48.59999847412109,48.59999847412109,53.0,46.209999084472656,52.0,33848500.0
2025-02-25,48.15999984741211,48.15999984741211,55.0099983215332,47.810001373291016,48.29999923706055,8198900.0
2025-02-26,46.58000183105469,46.58000183105469,49.90999984741211,45.29999923706055,46.150001525878906,8389000.0
2025-02-27,45.15999984741211,45.15999984741211,47.869998931884766,41.58000183105469,46.040000915527344,9676100.0
2025-02-28,46.84999847412109,46.84999847412109,48.70000076293945,43.75,45.22999954223633,7713800.0
2025-03-03,50.310001373291016,50.310001373291016,50.880001068115234,47.60499954223633,48.4900016784668,4813000.0
2025-03-04,48.68999862670898,48.68999862670898,50.09999847412109,45.09700012207031,46.68999862670898,6074700.0
2025-03-05,48.470001220703125,48.470001220703125,49.39799880981445,46.5,47.59999847412109,5071800.0
2025-03-06,46.5,46.5,49.060001373291016,45.2400016784668,47.40999984741211,4157300.0
2025-03-07,51.0,51.0,51.130001068115234,47.15999984741211,49.20000076293945,7825500.0
2025-03-10,53.0,53.0,53.66999816894531,49.54999923706055,50.4900016784668,5223800.0
2025-03-11,52.15999984741211,52.15999984741211,53.18999862670898,49.81999969482422,51.84000015258789,3153400.0
2025-03-12,50.43999862670898,50.43999862670898,53.09999847412109,50.380001068115234,53.0,2177500.0
2025-03-13,48.43999862670898,48.43999862670898,50.869998931884766,47.86000061035156,50.0,3547400.0
2025-03-14,54.81999969482422,54.81999969482422,54.93999862670898,49.43000030517578,49.43000030517578,4847600.0
2025-03-17,55.650001525878906,55.650001525878906,58.36000061035156,54.744998931884766,54.79999923706055,2930700.0
2025-03-18,56.41999816894531,56.41999816894531,57.88999938964844,54.56999969482422,55.13999938964844,2587300.0
2025-03-19,56.33000183105469,56.33000183105469,57.60499954223633,55.66999816894531,56.29999923706055,2520700.0
2025-03-20,56.209999084472656,56.209999084472656,57.16999816894531,54.91999816894531,56.5099983215332,2701900.0
2025-03-21,53.959999084472656,53.959999084472656,55.45000076293945,51.915000915527344,55.09999847412109,6372200.0
2025-03-24,52.9900016784668,52.9900016784668,55.685001373291016,51.84000015258789,54.61000061035156,3562800.0
2025-03-25,52.20000076293945,52.20000076293945,53.18000030517578,51.7599983215332,52.130001068115234,3079000.0
2025-03-26,52.619998931884766,52.619998931884766,53.70000076293945,51.97999954223633,53.52999877929688,1242400.0
2025-03-27,52.880001068115234,52.880001068115234,54.2400016784668,51.709999084472656,51.95000076293945,1618100.0
2025-03-28,48.970001220703125,48.970001220703125,52.88999938964844,48.45500183105469,52.209999084472656,3987300.0
2025-03-31,47.61000061035156,47.61000061035156,48.39500045776367,47.02000045776367,47.40999984741211,2113400.0
2025-04-01,48.11000061035156,48.11000061035156,49.36000061035156,46.58000183105469,47.54999923706055,2115600.0
2025-04-02,47.66999816894531,47.66999816894531,48.709999084472656,46.5099983215332,46.91999816894531,1725300.0
2025-04-03,38.2599983215332,38.2599983215332,44.79999923706055,37.54999923706055,44.79999923706055,7372000.0
2025-04-04,30.11000061035156,30.11000061035156,35.869998931884766,28.36000061035156,35.720001220703125,11428600.0
2025-04-07,31.479999542236328,31.479999542236328,32.97999954223633,27.88500022888184,29.21999931335449,6238600.0
2025-04-08,32.349998474121094,32.349998474121094,35.84000015258789,31.655000686645508,33.0,5979600.0
2025-04-09,36.58000183105469,36.58000183105469,39.650001525878906,31.26000022888184,31.920000076293945,5601600.0
2025-04-10,31.075000762939453,31.075000762939453,35.029998779296875,30.51000022888184,34.599998474121094,4153400.0
2025-04-11,31.96999931335449,31.96999931335449,32.04999923706055,28.270000457763672,30.559999465942383,4856000.0
2025-04-14,33.54999923706055,33.54999923706055,36.16999816894531,32.47999954223633,33.75,4102300.0
2025-04-15,33.22999954223633,33.22999954223633,34.560001373291016,32.88999938964844,33.29999923706055,1936800.0
2025-04-16,32.029998779296875,32.029998779296875,33.119998931884766,30.75,32.29999923706055,2321000.0
2025-04-17,31.290000915527344,31.290000915527344,32.65999984741211,30.38999938964844,31.75,2057200.0
2025-04-21,29.809999465942383,29.809999465942383,31.06999969482422,28.940000534057617,31.06999969482422,2579400.0
2025-04-22,29.6200008392334,29.6200008392334,31.1200008392334,29.315000534057617,30.26000022888184,2883700.0
2025-04-23,30.36000061035156,30.36000061035156,32.77799987792969,30.200000762939453,31.98500061035156,2750200.0
2025-04-24,32.290000915527344,32.290000915527344,32.97999954223633,30.309999465942383,30.809999465942383,2590500.0
2025-04-25,32.849998474121094,32.849998474121094,33.369998931884766,31.600000381469727,32.2599983215332,1322100.0
2025-04-28,32.27000045776367,32.27000045776367,33.0,31.65999984741211,32.630001068115234,1421000.0
2025-04-29,32.939998626708984,32.939998626708984,33.040000915527344,31.38999938964844,31.38999938964844,1385900.0
2025-04-30,32.11000061035156,32.11000061035156,32.470001220703125,31.01000022888184,31.84000015258789,2322100.0
2025-05-01,32.59000015258789,32.59000015258789,34.189998626708984,32.47999954223633,32.47999954223633,1910200.0
2025-05-02,34.400001525878906,34.400001525878906,35.40999984741211,33.04999923706055,33.11000061035156,2193700.0
2025-05-05,34.61000061035156,34.61000061035156,35.22999954223633,33.525001525878906,33.83000183105469,1993800.0
